carrier_name,date,distance flown
Frontier Airlines Inc.,2013-06-01,1620
Frontier Airlines Inc.,2013-06-02,3240
Frontier Airlines Inc.,2013-06-03,3240
Frontier Airlines Inc.,2013-06-04,3240
Frontier Airlines Inc.,2013-06-05,3240
Frontier Airlines Inc.,2013-06-06,3240
Frontier Airlines Inc.,2013-06-07,3240
Frontier Airlines Inc.,2013-06-08,1620
Frontier Airlines Inc.,2013-06-09,3240
Frontier Airlines Inc.,2013-06-10,3240
Frontier Airlines Inc.,2013-06-11,3240
Frontier Airlines Inc.,2013-06-12,3240
Frontier Airlines Inc.,2013-06-13,3240
Frontier Airlines Inc.,2013-06-14,3240
Frontier Airlines Inc.,2013-06-15,1620
Frontier Airlines Inc.,2013-06-16,3240
Frontier Airlines Inc.,2013-06-17,3240
Frontier Airlines Inc.,2013-06-18,3240
Frontier Airlines Inc.,2013-06-19,3240
Frontier Airlines Inc.,2013-06-20,3240
Frontier Airlines Inc.,2013-06-21,3240
Frontier Airlines Inc.,2013-06-22,1620
Frontier Airlines Inc.,2013-06-23,3240
Frontier Airlines Inc.,2013-06-24,3240
Frontier Airlines Inc.,2013-06-25,3240
Frontier Airlines Inc.,2013-06-26,3240
Frontier Airlines Inc.,2013-06-27,3240
Frontier Airlines Inc.,2013-06-28,3240
Frontier Airlines Inc.,2013-06-29,1620
Frontier Airlines Inc.,2013-06-30,3240
Frontier Airlines Inc.,2013-07-01,3240
Frontier Airlines Inc.,2013-07-02,3240
Frontier Airlines Inc.,2013-07-03,3240
Frontier Airlines Inc.,2013-07-04,1620
Frontier Airlines Inc.,2013-07-05,3240
Frontier Airlines Inc.,2013-07-06,1620
Frontier Airlines Inc.,2013-07-07,3240
Frontier Airlines Inc.,2013-07-08,4860
Frontier Airlines Inc.,2013-07-09,3240
Frontier Airlines Inc.,2013-07-10,3240
Frontier Airlines Inc.,2013-07-11,3240
Frontier Airlines Inc.,2013-07-12,3240
Frontier Airlines Inc.,2013-07-13,1620
Frontier Airlines Inc.,2013-07-14,3240
Frontier Airlines Inc.,2013-07-15,3240
Frontier Airlines Inc.,2013-07-16,3240
Frontier Airlines Inc.,2013-07-17,3240
Frontier Airlines Inc.,2013-07-18,3240
Frontier Airlines Inc.,2013-07-19,3240
Frontier Airlines Inc.,2013-07-20,1620
Frontier Airlines Inc.,2013-07-21,3240
Frontier Airlines Inc.,2013-07-22,3240
Frontier Airlines Inc.,2013-07-23,3240
Frontier Airlines Inc.,2013-07-24,3240
Frontier Airlines Inc.,2013-07-25,3240
Frontier Airlines Inc.,2013-07-26,3240
Frontier Airlines Inc.,2013-07-27,1620
Frontier Airlines Inc.,2013-07-28,3240
Frontier Airlines Inc.,2013-07-29,3240
Frontier Airlines Inc.,2013-07-30,3240
Frontier Airlines Inc.,2013-07-31,3240
Frontier Airlines Inc.,2013-08-01,3240
Frontier Airlines Inc.,2013-08-02,3240
Frontier Airlines Inc.,2013-08-03,1620
Frontier Airlines Inc.,2013-08-04,3240
Frontier Airlines Inc.,2013-08-05,3240
Frontier Airlines Inc.,2013-08-06,3240
Frontier Airlines Inc.,2013-08-07,3240
Frontier Airlines Inc.,2013-08-08,3240
Frontier Airlines Inc.,2013-08-09,3240
Frontier Airlines Inc.,2013-08-10,1620
Frontier Airlines Inc.,2013-08-11,3240
Frontier Airlines Inc.,2013-08-12,3240
Frontier Airlines Inc.,2013-08-13,3240
Frontier Airlines Inc.,2013-08-14,3240
Frontier Airlines Inc.,2013-08-15,3240
Frontier Airlines Inc.,2013-08-16,3240
Frontier Airlines Inc.,2013-08-17,1620
Frontier Airlines Inc.,2013-08-18,3240
Frontier Airlines Inc.,2013-08-19,3240
Frontier Airlines Inc.,2013-08-20,3240
Frontier Airlines Inc.,2013-08-21,3240
Frontier Airlines Inc.,2013-08-22,3240
Frontier Airlines Inc.,2013-08-23,3240
Frontier Airlines Inc.,2013-08-24,1620
Frontier Airlines Inc.,2013-08-25,3240
Frontier Airlines Inc.,2013-08-26,3240
Frontier Airlines Inc.,2013-08-27,1620
Frontier Airlines Inc.,2013-08-28,3240
Frontier Airlines Inc.,2013-08-29,3240
Frontier Airlines Inc.,2013-08-30,3240
Frontier Airlines Inc.,2013-09-01,3240
Frontier Airlines Inc.,2013-09-02,3240
Frontier Airlines Inc.,2013-09-03,3240
Frontier Airlines Inc.,2013-09-04,3240
Frontier Airlines Inc.,2013-09-05,3240
Frontier Airlines Inc.,2013-09-06,3240
Frontier Airlines Inc.,2013-09-07,1620
Frontier Airlines Inc.,2013-09-08,3240
Frontier Airlines Inc.,2013-09-09,3240
Frontier Airlines Inc.,2013-09-10,3240
Frontier Airlines Inc.,2013-09-11,3240
Frontier Airlines Inc.,2013-09-12,3240
Frontier Airlines Inc.,2013-09-13,6480
Frontier Airlines Inc.,2013-09-14,1620
Frontier Airlines Inc.,2013-09-15,3240
Frontier Airlines Inc.,2013-09-16,3240
Frontier Airlines Inc.,2013-09-17,3240
Frontier Airlines Inc.,2013-09-18,3240
Frontier Airlines Inc.,2013-09-19,3240
Frontier Airlines Inc.,2013-09-20,3240
Frontier Airlines Inc.,2013-09-21,1620
Frontier Airlines Inc.,2013-09-22,3240
Frontier Airlines Inc.,2013-09-23,3240
Frontier Airlines Inc.,2013-09-24,3240
Frontier Airlines Inc.,2013-09-25,3240
Frontier Airlines Inc.,2013-09-26,3240
Frontier Airlines Inc.,2013-09-27,3240
Frontier Airlines Inc.,2013-09-28,1620
Frontier Airlines Inc.,2013-09-29,3240
Frontier Airlines Inc.,2013-09-30,3240
Frontier Airlines Inc.,2013-10-01,3240
Frontier Airlines Inc.,2013-10-02,3240
Frontier Airlines Inc.,2013-10-03,3240
Frontier Airlines Inc.,2013-10-04,3240
Frontier Airlines Inc.,2013-10-05,1620
Frontier Airlines Inc.,2013-10-06,3240
Frontier Airlines Inc.,2013-10-07,3240
Frontier Airlines Inc.,2013-10-08,3240
Frontier Airlines Inc.,2013-10-09,3240
Frontier Airlines Inc.,2013-10-10,3240
Frontier Airlines Inc.,2013-10-11,3240
Frontier Airlines Inc.,2013-10-12,1620
Frontier Airlines Inc.,2013-10-13,3240
Frontier Airlines Inc.,2013-10-14,3240
Frontier Airlines Inc.,2013-10-15,3240
Frontier Airlines Inc.,2013-10-16,3240
Frontier Airlines Inc.,2013-10-17,3240
Frontier Airlines Inc.,2013-10-18,3240
Frontier Airlines Inc.,2013-10-19,1620
Frontier Airlines Inc.,2013-10-20,3240
Frontier Airlines Inc.,2013-10-21,3240
Frontier Airlines Inc.,2013-10-22,3240
Frontier Airlines Inc.,2013-10-23,3240
Frontier Airlines Inc.,2013-10-24,3240
Frontier Airlines Inc.,2013-10-25,3240
Frontier Airlines Inc.,2013-10-26,1620
Frontier Airlines Inc.,2013-10-27,1620
Frontier Airlines Inc.,2013-10-28,3240
Frontier Airlines Inc.,2013-10-29,3240
Frontier Airlines Inc.,2013-10-30,3240
Frontier Airlines Inc.,2013-10-31,3240
Frontier Airlines Inc.,2013-11-01,3240
Frontier Airlines Inc.,2013-11-02,4860
Frontier Airlines Inc.,2013-11-03,3240
Frontier Airlines Inc.,2013-11-04,3240
Frontier Airlines Inc.,2013-11-05,3240
Frontier Airlines Inc.,2013-11-06,3240
Frontier Airlines Inc.,2013-11-07,3240
Frontier Airlines Inc.,2013-11-08,3240
Frontier Airlines Inc.,2013-11-09,3240
Frontier Airlines Inc.,2013-11-10,3240
Frontier Airlines Inc.,2013-11-11,3240
Frontier Airlines Inc.,2013-11-12,3240
Frontier Airlines Inc.,2013-11-13,3240
Frontier Airlines Inc.,2013-11-14,3240
Frontier Airlines Inc.,2013-11-15,3240
Frontier Airlines Inc.,2013-11-16,3240
Frontier Airlines Inc.,2013-11-17,3240
Frontier Airlines Inc.,2013-11-18,3240
Frontier Airlines Inc.,2013-11-19,3240
Frontier Airlines Inc.,2013-11-20,3240
Frontier Airlines Inc.,2013-11-21,3240
Frontier Airlines Inc.,2013-11-22,3240
Frontier Airlines Inc.,2013-11-23,3240
Frontier Airlines Inc.,2013-11-24,3240
Frontier Airlines Inc.,2013-11-25,3240
Frontier Airlines Inc.,2013-11-26,3240
Frontier Airlines Inc.,2013-11-27,3240
Frontier Airlines Inc.,2013-11-28,3240
Frontier Airlines Inc.,2013-11-29,3240
Frontier Airlines Inc.,2013-11-30,3240
Frontier Airlines Inc.,2013-12-01,3240
Frontier Airlines Inc.,2013-12-02,3240
Frontier Airlines Inc.,2013-12-03,3240
Frontier Airlines Inc.,2013-12-04,3240
Frontier Airlines Inc.,2013-12-05,3240
Frontier Airlines Inc.,2013-12-06,3240
Frontier Airlines Inc.,2013-12-07,3240
Frontier Airlines Inc.,2013-12-08,3240
Frontier Airlines Inc.,2013-12-09,3240
Frontier Airlines Inc.,2013-12-10,3240
Frontier Airlines Inc.,2013-12-11,3240
Frontier Airlines Inc.,2013-12-12,3240
Frontier Airlines Inc.,2013-12-13,3240
Frontier Airlines Inc.,2013-12-14,3240
Frontier Airlines Inc.,2013-12-15,3240
Frontier Airlines Inc.,2013-12-16,3240
Frontier Airlines Inc.,2013-12-17,3240
Frontier Airlines Inc.,2013-12-18,3240
Frontier Airlines Inc.,2013-12-19,3240
Frontier Airlines Inc.,2013-12-20,3240
Frontier Airlines Inc.,2013-12-21,3240
Frontier Airlines Inc.,2013-12-22,3240
Frontier Airlines Inc.,2013-12-23,3240
Frontier Airlines Inc.,2013-12-24,3240
Frontier Airlines Inc.,2013-12-25,3240
Frontier Airlines Inc.,2013-12-26,3240
Frontier Airlines Inc.,2013-12-27,3240
Frontier Airlines Inc.,2013-12-28,3240
Frontier Airlines Inc.,2013-12-29,3240
Frontier Airlines Inc.,2013-12-30,3240
Frontier Airlines Inc.,2013-12-31,1620
Hawaiian Airlines Inc.,2013-01-01,4983
Hawaiian Airlines Inc.,2013-01-02,4983
Hawaiian Airlines Inc.,2013-01-03,4983
Hawaiian Airlines Inc.,2013-01-04,4983
Hawaiian Airlines Inc.,2013-01-05,4983
Hawaiian Airlines Inc.,2013-01-06,4983
Hawaiian Airlines Inc.,2013-01-07,4983
Hawaiian Airlines Inc.,2013-01-08,4983
Hawaiian Airlines Inc.,2013-01-09,4983
Hawaiian Airlines Inc.,2013-01-10,4983
Hawaiian Airlines Inc.,2013-01-11,4983
Hawaiian Airlines Inc.,2013-01-12,4983
Hawaiian Airlines Inc.,2013-01-13,4983
Hawaiian Airlines Inc.,2013-01-14,4983
Hawaiian Airlines Inc.,2013-01-15,4983
Hawaiian Airlines Inc.,2013-01-16,4983
Hawaiian Airlines Inc.,2013-01-17,4983
Hawaiian Airlines Inc.,2013-01-18,4983
Hawaiian Airlines Inc.,2013-01-19,4983
Hawaiian Airlines Inc.,2013-01-20,4983
Hawaiian Airlines Inc.,2013-01-21,4983
Hawaiian Airlines Inc.,2013-01-22,4983
Hawaiian Airlines Inc.,2013-01-23,4983
Hawaiian Airlines Inc.,2013-01-24,4983
Hawaiian Airlines Inc.,2013-01-25,4983
Hawaiian Airlines Inc.,2013-01-26,4983
Hawaiian Airlines Inc.,2013-01-27,4983
Hawaiian Airlines Inc.,2013-01-28,4983
Hawaiian Airlines Inc.,2013-01-29,4983
Hawaiian Airlines Inc.,2013-01-30,4983
Hawaiian Airlines Inc.,2013-01-31,4983
Hawaiian Airlines Inc.,2013-02-01,4983
Hawaiian Airlines Inc.,2013-02-02,4983
Hawaiian Airlines Inc.,2013-02-03,4983
Hawaiian Airlines Inc.,2013-02-04,4983
Hawaiian Airlines Inc.,2013-02-05,4983
Hawaiian Airlines Inc.,2013-02-06,4983
Hawaiian Airlines Inc.,2013-02-07,4983
Hawaiian Airlines Inc.,2013-02-08,4983
Hawaiian Airlines Inc.,2013-02-09,4983
Hawaiian Airlines Inc.,2013-02-10,4983
Hawaiian Airlines Inc.,2013-02-11,4983
Hawaiian Airlines Inc.,2013-02-12,4983
Hawaiian Airlines Inc.,2013-02-13,4983
Hawaiian Airlines Inc.,2013-02-14,4983
Hawaiian Airlines Inc.,2013-02-15,4983
Hawaiian Airlines Inc.,2013-02-16,4983
Hawaiian Airlines Inc.,2013-02-17,4983
Hawaiian Airlines Inc.,2013-02-18,4983
Hawaiian Airlines Inc.,2013-02-19,4983
Hawaiian Airlines Inc.,2013-02-20,4983
Hawaiian Airlines Inc.,2013-02-21,4983
Hawaiian Airlines Inc.,2013-02-22,4983
Hawaiian Airlines Inc.,2013-02-23,4983
Hawaiian Airlines Inc.,2013-02-24,4983
Hawaiian Airlines Inc.,2013-02-25,4983
Hawaiian Airlines Inc.,2013-02-26,4983
Hawaiian Airlines Inc.,2013-02-27,4983
Hawaiian Airlines Inc.,2013-02-28,4983
Hawaiian Airlines Inc.,2013-03-01,4983
Hawaiian Airlines Inc.,2013-03-02,4983
Hawaiian Airlines Inc.,2013-03-03,4983
Hawaiian Airlines Inc.,2013-03-04,4983
Hawaiian Airlines Inc.,2013-03-05,4983
Hawaiian Airlines Inc.,2013-03-06,4983
Hawaiian Airlines Inc.,2013-03-07,4983
Hawaiian Airlines Inc.,2013-03-08,4983
Hawaiian Airlines Inc.,2013-03-09,4983
Hawaiian Airlines Inc.,2013-03-10,4983
Hawaiian Airlines Inc.,2013-03-11,4983
Hawaiian Airlines Inc.,2013-03-12,4983
Hawaiian Airlines Inc.,2013-03-13,4983
Hawaiian Airlines Inc.,2013-03-14,4983
Hawaiian Airlines Inc.,2013-03-15,4983
Hawaiian Airlines Inc.,2013-03-16,4983
Hawaiian Airlines Inc.,2013-03-17,4983
Hawaiian Airlines Inc.,2013-03-18,4983
Hawaiian Airlines Inc.,2013-03-19,4983
Hawaiian Airlines Inc.,2013-03-20,4983
Hawaiian Airlines Inc.,2013-03-21,4983
Hawaiian Airlines Inc.,2013-03-22,4983
Hawaiian Airlines Inc.,2013-03-23,4983
Hawaiian Airlines Inc.,2013-03-24,4983
Hawaiian Airlines Inc.,2013-03-25,4983
Hawaiian Airlines Inc.,2013-03-26,4983
Hawaiian Airlines Inc.,2013-03-27,4983
Hawaiian Airlines Inc.,2013-03-28,4983
Hawaiian Airlines Inc.,2013-03-29,4983
Hawaiian Airlines Inc.,2013-03-30,4983
Hawaiian Airlines Inc.,2013-03-31,4983
Hawaiian Airlines Inc.,2013-04-01,4983
Hawaiian Airlines Inc.,2013-04-02,4983
Hawaiian Airlines Inc.,2013-04-03,4983
Hawaiian Airlines Inc.,2013-04-04,4983
Hawaiian Airlines Inc.,2013-04-05,4983
Hawaiian Airlines Inc.,2013-04-06,4983
Hawaiian Airlines Inc.,2013-04-07,4983
Hawaiian Airlines Inc.,2013-04-08,4983
Hawaiian Airlines Inc.,2013-04-09,4983
Hawaiian Airlines Inc.,2013-04-10,4983
Hawaiian Airlines Inc.,2013-04-11,4983
Hawaiian Airlines Inc.,2013-04-12,4983
Hawaiian Airlines Inc.,2013-04-13,4983
Hawaiian Airlines Inc.,2013-04-14,4983
Hawaiian Airlines Inc.,2013-04-15,4983
Hawaiian Airlines Inc.,2013-04-16,4983
Hawaiian Airlines Inc.,2013-04-17,4983
Hawaiian Airlines Inc.,2013-04-18,4983
Hawaiian Airlines Inc.,2013-04-19,4983
Hawaiian Airlines Inc.,2013-04-20,4983
Hawaiian Airlines Inc.,2013-04-21,4983
Hawaiian Airlines Inc.,2013-04-22,4983
Hawaiian Airlines Inc.,2013-04-23,4983
Hawaiian Airlines Inc.,2013-04-24,4983
Hawaiian Airlines Inc.,2013-04-25,4983
Hawaiian Airlines Inc.,2013-04-26,4983
Hawaiian Airlines Inc.,2013-04-27,4983
Hawaiian Airlines Inc.,2013-04-28,4983
Hawaiian Airlines Inc.,2013-04-29,4983
Hawaiian Airlines Inc.,2013-04-30,4983
Hawaiian Airlines Inc.,2013-05-01,4983
Hawaiian Airlines Inc.,2013-05-02,4983
Hawaiian Airlines Inc.,2013-05-03,4983
Hawaiian Airlines Inc.,2013-05-04,4983
Hawaiian Airlines Inc.,2013-05-05,4983
Hawaiian Airlines Inc.,2013-05-06,4983
Hawaiian Airlines Inc.,2013-05-07,4983
Hawaiian Airlines Inc.,2013-05-08,4983
Hawaiian Airlines Inc.,2013-05-09,4983
Hawaiian Airlines Inc.,2013-05-10,4983
Hawaiian Airlines Inc.,2013-05-11,4983
Hawaiian Airlines Inc.,2013-05-12,4983
Hawaiian Airlines Inc.,2013-05-13,4983
Hawaiian Airlines Inc.,2013-05-14,4983
Hawaiian Airlines Inc.,2013-05-15,4983
Hawaiian Airlines Inc.,2013-05-16,4983
Hawaiian Airlines Inc.,2013-05-17,4983
Hawaiian Airlines Inc.,2013-05-18,4983
Hawaiian Airlines Inc.,2013-05-19,4983
Hawaiian Airlines Inc.,2013-05-20,4983
Hawaiian Airlines Inc.,2013-05-21,4983
Hawaiian Airlines Inc.,2013-05-22,4983
Hawaiian Airlines Inc.,2013-05-23,4983
Hawaiian Airlines Inc.,2013-05-24,4983
Hawaiian Airlines Inc.,2013-05-25,4983
Hawaiian Airlines Inc.,2013-05-26,4983
Hawaiian Airlines Inc.,2013-05-27,4983
Hawaiian Airlines Inc.,2013-05-28,4983
Hawaiian Airlines Inc.,2013-05-29,4983
Hawaiian Airlines Inc.,2013-05-30,4983
Hawaiian Airlines Inc.,2013-05-31,4983
Hawaiian Airlines Inc.,2013-06-01,4983
Hawaiian Airlines Inc.,2013-06-02,4983
Hawaiian Airlines Inc.,2013-06-03,4983
Hawaiian Airlines Inc.,2013-06-04,4983
Hawaiian Airlines Inc.,2013-06-05,4983
Hawaiian Airlines Inc.,2013-06-06,4983
Hawaiian Airlines Inc.,2013-06-07,4983
Hawaiian Airlines Inc.,2013-06-08,4983
Hawaiian Airlines Inc.,2013-06-09,4983
Hawaiian Airlines Inc.,2013-06-10,4983
Hawaiian Airlines Inc.,2013-06-11,4983
Hawaiian Airlines Inc.,2013-06-12,4983
Hawaiian Airlines Inc.,2013-06-13,4983
Hawaiian Airlines Inc.,2013-06-14,4983
Hawaiian Airlines Inc.,2013-06-15,4983
Hawaiian Airlines Inc.,2013-06-16,4983
Hawaiian Airlines Inc.,2013-06-17,4983
Hawaiian Airlines Inc.,2013-06-18,4983
Hawaiian Airlines Inc.,2013-06-19,4983
Hawaiian Airlines Inc.,2013-06-20,4983
Hawaiian Airlines Inc.,2013-06-21,4983
Hawaiian Airlines Inc.,2013-06-22,4983
Hawaiian Airlines Inc.,2013-06-23,4983
Hawaiian Airlines Inc.,2013-06-24,4983
Hawaiian Airlines Inc.,2013-06-25,4983
Hawaiian Airlines Inc.,2013-06-26,4983
Hawaiian Airlines Inc.,2013-06-27,4983
Hawaiian Airlines Inc.,2013-06-28,4983
Hawaiian Airlines Inc.,2013-06-29,4983
Hawaiian Airlines Inc.,2013-06-30,4983
Hawaiian Airlines Inc.,2013-07-01,4983
Hawaiian Airlines Inc.,2013-07-02,4983
Hawaiian Airlines Inc.,2013-07-03,4983
Hawaiian Airlines Inc.,2013-07-04,4983
Hawaiian Airlines Inc.,2013-07-05,4983
Hawaiian Airlines Inc.,2013-07-06,4983
Hawaiian Airlines Inc.,2013-07-07,4983
Hawaiian Airlines Inc.,2013-07-08,4983
Hawaiian Airlines Inc.,2013-07-09,4983
Hawaiian Airlines Inc.,2013-07-10,4983
Hawaiian Airlines Inc.,2013-07-11,4983
Hawaiian Airlines Inc.,2013-07-12,4983
Hawaiian Airlines Inc.,2013-07-13,4983
Hawaiian Airlines Inc.,2013-07-14,4983
Hawaiian Airlines Inc.,2013-07-15,4983
Hawaiian Airlines Inc.,2013-07-16,4983
Hawaiian Airlines Inc.,2013-07-17,4983
Hawaiian Airlines Inc.,2013-07-18,4983
Hawaiian Airlines Inc.,2013-07-19,4983
Hawaiian Airlines Inc.,2013-07-20,4983
Hawaiian Airlines Inc.,2013-07-21,4983
Hawaiian Airlines Inc.,2013-07-22,4983
Hawaiian Airlines Inc.,2013-07-23,4983
Hawaiian Airlines Inc.,2013-07-24,4983
Hawaiian Airlines Inc.,2013-07-25,4983
Hawaiian Airlines Inc.,2013-07-26,4983
Hawaiian Airlines Inc.,2013-07-27,4983
Hawaiian Airlines Inc.,2013-07-28,4983
Hawaiian Airlines Inc.,2013-07-29,4983
Hawaiian Airlines Inc.,2013-07-30,4983
Hawaiian Airlines Inc.,2013-07-31,4983
Hawaiian Airlines Inc.,2013-08-01,4983
Hawaiian Airlines Inc.,2013-08-02,4983
Hawaiian Airlines Inc.,2013-08-03,4983
Hawaiian Airlines Inc.,2013-08-04,4983
Hawaiian Airlines Inc.,2013-08-05,4983
Hawaiian Airlines Inc.,2013-08-06,4983
Hawaiian Airlines Inc.,2013-08-07,4983
Hawaiian Airlines Inc.,2013-08-08,4983
Hawaiian Airlines Inc.,2013-08-09,4983
Hawaiian Airlines Inc.,2013-08-10,4983
Hawaiian Airlines Inc.,2013-08-11,4983
Hawaiian Airlines Inc.,2013-08-12,4983
Hawaiian Airlines Inc.,2013-08-13,4983
Hawaiian Airlines Inc.,2013-08-14,4983
Hawaiian Airlines Inc.,2013-08-15,4983
Hawaiian Airlines Inc.,2013-08-16,4983
Hawaiian Airlines Inc.,2013-08-17,4983
Hawaiian Airlines Inc.,2013-08-18,4983
Hawaiian Airlines Inc.,2013-08-19,4983
Hawaiian Airlines Inc.,2013-08-20,4983
Hawaiian Airlines Inc.,2013-08-21,4983
Hawaiian Airlines Inc.,2013-08-22,4983
Hawaiian Airlines Inc.,2013-08-23,4983
Hawaiian Airlines Inc.,2013-08-24,4983
Hawaiian Airlines Inc.,2013-08-25,4983
Hawaiian Airlines Inc.,2013-08-26,4983
Hawaiian Airlines Inc.,2013-08-27,4983
Hawaiian Airlines Inc.,2013-08-28,4983
Hawaiian Airlines Inc.,2013-08-29,4983
Hawaiian Airlines Inc.,2013-08-30,4983
Hawaiian Airlines Inc.,2013-08-31,4983
Hawaiian Airlines Inc.,2013-09-01,4983
Hawaiian Airlines Inc.,2013-09-02,4983
Hawaiian Airlines Inc.,2013-09-03,4983
Hawaiian Airlines Inc.,2013-09-04,4983
Hawaiian Airlines Inc.,2013-09-05,4983
Hawaiian Airlines Inc.,2013-09-06,4983
Hawaiian Airlines Inc.,2013-09-07,4983
Hawaiian Airlines Inc.,2013-09-08,4983
Hawaiian Airlines Inc.,2013-09-09,4983
Hawaiian Airlines Inc.,2013-09-10,4983
Hawaiian Airlines Inc.,2013-09-11,4983
Hawaiian Airlines Inc.,2013-09-13,4983
Hawaiian Airlines Inc.,2013-09-14,4983
Hawaiian Airlines Inc.,2013-09-15,4983
Hawaiian Airlines Inc.,2013-09-16,4983
Hawaiian Airlines Inc.,2013-09-18,4983
Hawaiian Airlines Inc.,2013-09-20,4983
Hawaiian Airlines Inc.,2013-09-21,4983
Hawaiian Airlines Inc.,2013-09-22,4983
Hawaiian Airlines Inc.,2013-09-23,4983
Hawaiian Airlines Inc.,2013-09-25,4983
Hawaiian Airlines Inc.,2013-09-27,4983
Hawaiian Airlines Inc.,2013-09-28,4983
Hawaiian Airlines Inc.,2013-09-29,4983
Hawaiian Airlines Inc.,2013-09-30,4983
Hawaiian Airlines Inc.,2013-10-02,4983
Hawaiian Airlines Inc.,2013-10-04,4983
Hawaiian Airlines Inc.,2013-10-05,4983
Hawaiian Airlines Inc.,2013-10-06,4983
Hawaiian Airlines Inc.,2013-10-07,4983
Hawaiian Airlines Inc.,2013-10-09,4983
Hawaiian Airlines Inc.,2013-10-11,4983
Hawaiian Airlines Inc.,2013-10-12,4983
Hawaiian Airlines Inc.,2013-10-13,4983
Hawaiian Airlines Inc.,2013-10-14,4983
Hawaiian Airlines Inc.,2013-10-16,4983
Hawaiian Airlines Inc.,2013-10-18,4983
Hawaiian Airlines Inc.,2013-10-19,4983
Hawaiian Airlines Inc.,2013-10-20,4983
Hawaiian Airlines Inc.,2013-10-21,4983
Hawaiian Airlines Inc.,2013-10-23,4983
Hawaiian Airlines Inc.,2013-10-25,4983
Hawaiian Airlines Inc.,2013-10-26,4983
Hawaiian Airlines Inc.,2013-10-27,4983
Hawaiian Airlines Inc.,2013-10-28,4983
Hawaiian Airlines Inc.,2013-10-30,4983
Hawaiian Airlines Inc.,2013-11-01,4983
Hawaiian Airlines Inc.,2013-11-02,4983
Hawaiian Airlines Inc.,2013-11-03,4983
Hawaiian Airlines Inc.,2013-11-04,4983
Hawaiian Airlines Inc.,2013-11-06,4983
Hawaiian Airlines Inc.,2013-11-08,4983
Hawaiian Airlines Inc.,2013-11-09,4983
Hawaiian Airlines Inc.,2013-11-10,4983
Hawaiian Airlines Inc.,2013-11-11,4983
Hawaiian Airlines Inc.,2013-11-12,4983
Hawaiian Airlines Inc.,2013-11-13,4983
Hawaiian Airlines Inc.,2013-11-15,4983
Hawaiian Airlines Inc.,2013-11-16,4983
Hawaiian Airlines Inc.,2013-11-17,4983
Hawaiian Airlines Inc.,2013-11-18,4983
Hawaiian Airlines Inc.,2013-11-20,4983
Hawaiian Airlines Inc.,2013-11-21,4983
Hawaiian Airlines Inc.,2013-11-22,4983
Hawaiian Airlines Inc.,2013-11-23,4983
Hawaiian Airlines Inc.,2013-11-24,4983
Hawaiian Airlines Inc.,2013-11-25,4983
Hawaiian Airlines Inc.,2013-11-26,4983
Hawaiian Airlines Inc.,2013-11-27,4983
Hawaiian Airlines Inc.,2013-11-29,4983
Hawaiian Airlines Inc.,2013-11-30,4983
Hawaiian Airlines Inc.,2013-12-01,4983
Hawaiian Airlines Inc.,2013-12-02,4983
Hawaiian Airlines Inc.,2013-12-04,4983
Hawaiian Airlines Inc.,2013-12-05,4983
Hawaiian Airlines Inc.,2013-12-06,4983
Hawaiian Airlines Inc.,2013-12-07,4983
Hawaiian Airlines Inc.,2013-12-08,4983
Hawaiian Airlines Inc.,2013-12-09,4983
Hawaiian Airlines Inc.,2013-12-11,4983
Hawaiian Airlines Inc.,2013-12-13,4983
Hawaiian Airlines Inc.,2013-12-14,4983
Hawaiian Airlines Inc.,2013-12-15,4983
Hawaiian Airlines Inc.,2013-12-16,4983
Hawaiian Airlines Inc.,2013-12-17,4983
Hawaiian Airlines Inc.,2013-12-18,4983
Hawaiian Airlines Inc.,2013-12-19,4983
Hawaiian Airlines Inc.,2013-12-20,4983
Hawaiian Airlines Inc.,2013-12-21,4983
Hawaiian Airlines Inc.,2013-12-22,4983
Hawaiian Airlines Inc.,2013-12-23,4983
Hawaiian Airlines Inc.,2013-12-24,4983
Hawaiian Airlines Inc.,2013-12-25,4983
Hawaiian Airlines Inc.,2013-12-26,4983
Hawaiian Airlines Inc.,2013-12-27,4983
Hawaiian Airlines Inc.,2013-12-28,4983
Hawaiian Airlines Inc.,2013-12-29,4983
Hawaiian Airlines Inc.,2013-12-30,4983
Hawaiian Airlines Inc.,2013-12-31,4983
JetBlue Airways,2013-01-01,180311
JetBlue Airways,2013-01-02,180203
JetBlue Airways,2013-01-03,179321
JetBlue Airways,2013-01-04,178293
JetBlue Airways,2013-01-05,168202
JetBlue Airways,2013-01-06,174760
JetBlue Airways,2013-01-07,161570
JetBlue Airways,2013-01-08,140226
JetBlue Airways,2013-01-09,136135
JetBlue Airways,2013-01-10,161000
JetBlue Airways,2013-01-11,161000
JetBlue Airways,2013-01-12,134481
JetBlue Airways,2013-01-13,160426
JetBlue Airways,2013-01-14,159215
JetBlue Airways,2013-01-15,130691
JetBlue Airways,2013-01-16,130691
JetBlue Airways,2013-01-17,155369
JetBlue Airways,2013-01-18,155369
JetBlue Airways,2013-01-19,127516
JetBlue Airways,2013-01-20,154982
JetBlue Airways,2013-01-21,155369
JetBlue Airways,2013-01-22,128803
JetBlue Airways,2013-01-23,128803
JetBlue Airways,2013-01-24,154425
JetBlue Airways,2013-01-25,154425
JetBlue Airways,2013-01-26,126572
JetBlue Airways,2013-01-27,154038
JetBlue Airways,2013-01-28,154425
